CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
HYNDAI,TUSCON,BLK,2024,2
HYNDAI,TUSCON,GRY,2024,1
HYNDAI,TUSCON,SIL,2024,3
HYNDAI,TUSCON,WHI,2023,1
HYNDAI,TUSCON,WHI,2024,4
HYNDAI,VENUE ,BLK,2024,5
HYNDAI,VENUE ,BLU,2024,31
HYNDAI,VENUE ,GRY,2024,14
HYNDAI,VENUE ,RED,2024,7
HYNDAI,VENUE ,SIL,2024,13
HYNDAI,VENUE ,WHI,2024,67
HYNDAI,WAGON ,BLU,2024,1
HYSTER,H25UT ,YLW,2023,2
INDIAN,CHIEF ,BLK,2023,1
INDIAN,CHIEF ,BLU,2024,1
INDIAN,CHIEF ,RED,2023,1
INDIAN,PURSUI,BLK,2023,1
INDIAN,SCOUT ,BRZ,2024,1
INDIAN,SCOUT ,RED,2024,1
INDIAN,SCOUT ,WHI,2024,1
INDIAN,SPGFLD,BLK,2024,1
INDIAN,SUPCHF,MRN,2023,1
INDIAN,SUPER ,BLK,2024,1
INEOS ,GRENAD,BEI,2024,4
INEOS ,GRENAD,BLK,2024,1
INEOS ,GRENAD,BLU,2024,2
INEOS ,GRENAD,CRM,2024,1
INEOS ,GRENAD,GRY,2024,2
INEOS ,GRENAD,RED,2024,1
INEOS ,GRENAD,WHI,2024,2
INEOS ,QUARTE,GRN,2024,1
INEOS ,QUARTE,WHI,2024,3
INEOS ,QUATER,SIL,2024,1
ISUZU ,      ,WHI,2024,1
ISUZU ,D  MAX,GRY,2024,1
ISUZU ,D MAX ,BLK,2023,2
ISUZU ,D MAX ,BLK,2024,3
ISUZU ,D MAX ,BLU,2023,2
ISUZU ,D MAX ,BLU,2024,3
ISUZU ,D MAX ,GRY,2023,2
ISUZU ,D MAX ,GRY,2024,5
ISUZU ,D MAX ,RED,2024,1
ISUZU ,D MAX ,SIL,2023,4
ISUZU ,D MAX ,SIL,2024,9
ISUZU ,D MAX ,WHI,2023,25
ISUZU ,D MAX ,WHI,2024,9
ISUZU ,DM    ,WHI,2024,1
ISUZU ,DMAX  ,BLK,2023,4
ISUZU ,DMAX  ,BLK,2024,8
ISUZU ,DMAX  ,BLU,2023,1
ISUZU ,DMAX  ,BLU,2024,14
ISUZU ,DMAX  ,GRY,2023,8
ISUZU ,DMAX  ,GRY,2024,61
ISUZU ,DMAX  ,OGE,2023,1
ISUZU ,DMAX  ,OGE,2024,16
ISUZU ,DMAX  ,RED,2024,11
ISUZU ,DMAX  ,SIL,2023,16
ISUZU ,DMAX  ,SIL,2024,27
ISUZU ,DMAX  ,WHI,2023,95
ISUZU ,DMAX  ,WHI,2024,157
ISUZU ,DMAX  ,YLW,2023,3
ISUZU ,DMAX  ,YLW,2024,1
ISUZU ,DMAX 4,GRY,2024,1
ISUZU ,DMAX 4,WHI,2024,1
ISUZU ,DMAX L,BLU,2024,1
ISUZU ,DMAX L,GRY,2023,2
ISUZU ,DMAX L,RED,2024,1
ISUZU ,DMAX L,SIL,2023,1
ISUZU ,DMAX L,SIL,2024,1
ISUZU ,DMAX L,WHI,2023,3
ISUZU ,DMAX L,WHI,2024,1
ISUZU ,DMAX S,BLK,2024,1
ISUZU ,DMAX S,GRY,2023,2
ISUZU ,DMAX S,GRY,2024,3
ISUZU ,DMAX S,SIL,2023,2
ISUZU ,DMAX S,SIL,2024,1
ISUZU ,DMAX S,WHI,2023,16
ISUZU ,DMAX S,WHI,2024,34
ISUZU ,DMAX X,BLK,2024,1
ISUZU ,DMAX X,BLU,2024,1
ISUZU ,DMAX X,GRY,2024,5
ISUZU ,DMAX X,OGE,2024,1
ISUZU ,DMAX X,RED,2024,1
ISUZU ,DMAX X,WHI,2024,2
ISUZU ,FRD   ,WHI,2023,3
ISUZU ,FRD   ,WHI,2024,4
ISUZU ,FRD 11,GRY,2023,1
ISUZU ,FRR   ,OGE,2024,1
ISUZU ,FRR   ,WHI,2023,6
ISUZU ,FRR   ,WHI,2024,2
ISUZU ,FRR 11,WHI,2024,11
ISUZU ,FSD   ,WHI,2023,1
ISUZU ,FSD   ,WHI,2024,3
ISUZU ,FSD 14,BLU,2024,2
ISUZU ,FSD 14,WHI,2024,1
ISUZU ,FSR   ,OGE,2024,2
ISUZU ,FSR   ,WHI,2023,8
ISUZU ,FSR   ,WHI,2024,2
ISUZU ,FSR 12,WHI,2024,1
ISUZU ,FSR 14,BLU,2024,1
ISUZU ,FSR 14,WHI,2023,1
ISUZU ,FSR 14,WHI,2024,11
ISUZU ,FSR140,WHI,2024,1
ISUZU ,FSR700,WHI,2024,1
ISUZU ,FSR850,WHI,2023,1
ISUZU ,FTS 13,WHI,2023,2
ISUZU ,FVD   ,WHI,2023,2
ISUZU ,FVD   ,WHI,2024,1
ISUZU ,FVD 16,WHI,2024,1
ISUZU ,FVL   ,WHI,2023,7
ISUZU ,FVL   ,WHI,2024,4
ISUZU ,FVL 24,WHI,2023,6
ISUZU ,FVL 24,WHI,2024,5
ISUZU ,FVR   ,WHI,2024,1
ISUZU ,FVR165,WHI,2024,1
ISUZU ,FVY   ,WHI,2023,1
ISUZU ,FVY   ,WHI,2024,2
ISUZU ,FVY 24,WHI,2023,2
ISUZU ,FVZ   ,WHI,2024,1
ISUZU ,FVZ 24,WHI,2023,1
ISUZU ,FVZ 24,WHI,2024,1
ISUZU ,FXD   ,OGE,2024,2
ISUZU ,FXY   ,WHI,2024,1
ISUZU ,FXY 24,WHI,2024,3
ISUZU ,FXZ   ,WHI,2024,2
ISUZU ,FXZ 24,WHI,2024,2
ISUZU ,FYJ   ,WHI,2023,1
ISUZU ,FYJ   ,WHI,2024,4
ISUZU ,FYJ 30,WHI,2024,4
ISUZU ,FYJ300,WHI,2024,1
ISUZU ,FYJ350,WHI,2024,1
ISUZU ,MU X  ,BLK,2024,5
ISUZU ,MU X  ,BLU,2024,8
ISUZU ,MU X  ,GRY,2024,4
ISUZU ,MU X  ,RED,2024,2
ISUZU ,MU X  ,SIL,2024,2
ISUZU ,MU X  ,WHI,2024,7
ISUZU ,MUX   ,BLK,2023,1
ISUZU ,MUX   ,BLK,2024,10
ISUZU ,MUX   ,BLU,2024,29
ISUZU ,MUX   ,GRY,2023,2
ISUZU ,MUX   ,GRY,2024,29
ISUZU ,MUX   ,RED,2024,12
ISUZU ,MUX   ,SIL,2023,1
ISUZU ,MUX   ,SIL,2024,21
ISUZU ,MUX   ,WHI,2023,1
ISUZU ,MUX   ,WHI,2024,60
ISUZU ,MUX LS,BLK,2023,1
ISUZU ,MUX LS,BLK,2024,4
ISUZU ,MUX LS,BLU,2024,5
ISUZU ,MUX LS,GRY,2024,5
ISUZU ,MUX LS,SIL,2024,5
ISUZU ,MUX LS,WHI,2023,2
ISUZU ,MUX LS,WHI,2024,26
ISUZU ,NLR   ,WHI,2023,4
ISUZU ,NLR   ,WHI,2024,23
ISUZU ,NLR 45,WHI,2023,11
ISUZU ,NLR 45,WHI,2024,18
ISUZU ,NLR45 ,WHI,2024,1
ISUZU ,NLS 45,WHI,2024,1
ISUZU ,NMR   ,WHI,2023,1
ISUZU ,NMR   ,WHI,2024,3
ISUZU ,NMR 45,WHI,2024,3
ISUZU ,NMR 60,WHI,2024,7
ISUZU ,NMR55E,WHI,2023,1
ISUZU ,NNR   ,WHI,2023,2
ISUZU ,NNR   ,WHI,2024,4
ISUZU ,NNR 45,BLU,2024,1
ISUZU ,NNR 45,WHI,2023,3
ISUZU ,NNR 45,WHI,2024,7
ISUZU ,NNR 55,WHI,2024,1
ISUZU ,NNR 65,WHI,2024,2
ISUZU ,NPR   ,BLK,2024,2
ISUZU ,NPR   ,SIL,2024,1
ISUZU ,NPR   ,WHI,2023,1
ISUZU ,NPR   ,WHI,2024,11
ISUZU ,NPR 45,SIL,2024,5
ISUZU ,NPR 45,WHI,2024,1
ISUZU ,NPR 55,GRY,2024,1
ISUZU ,NPR 65,WHI,2023,1
ISUZU ,NPR 65,WHI,2024,2
ISUZU ,NPR 75,WHI,2023,1
ISUZU ,NPR 75,WHI,2024,2
ISUZU ,NPR45 ,WHI,2024,1
ISUZU ,NPR65 ,WHI,2024,2
ISUZU ,NPR75 ,WHI,2024,1
ISUZU ,NPS   ,BEI,2023,1
ISUZU ,NPS   ,WHI,2023,2
ISUZU ,NPS   ,WHI,2024,2
ISUZU ,NQR   ,WHI,2023,3
ISUZU ,NQR   ,WHI,2024,2
ISUZU ,NQR 87,WHI,2023,2
ISUZU ,NQR 87,WHI,2024,8
ISUZU ,NQR450,WHI,2024,6
ISUZU ,NQR87 ,WHI,2024,1
ITAL  ,200ABS,YLW,2023,1
IVECO ,AVIDA ,WHI,2023,1
IVECO ,C7844 ,WHI,2024,2
IVECO ,CONQUE,WHI,2023,1
IVECO ,DAILY ,BLU,2024,2
IVECO ,DAILY ,WHI,2023,10
IVECO ,DAILY ,WHI,2024,19
IVECO ,EURO  ,WHI,2024,2
IVECO ,EUROCA,RED,2024,6
IVECO ,EUROCA,WHI,2024,2
IVECO ,IV 29 ,SIL,2023,1
IVECO ,OPTIMU,SIL,2023,1
IVECO ,OPTIMU,WHI,2023,1
IVECO ,OPTIMU,WHI,2024,1
IVECO ,STRALI,WHI,2023,1
IVECO ,SWAY  ,BLU,2023,1
IVECO ,SWAY  ,SIL,2023,3
IVECO ,SWAY  ,WHI,2023,2
IVECO ,SWAY  ,WHI,2024,2
IVECO ,WINNEB,WHI,2023,1
IVECO ,WINNEB,WHI,2024,4
J C B ,3CX   ,YLW,2023,1
J C B ,3CX SI,YLW,2023,1
J C B ,3CX SI,YLW,2024,1
J C B ,426HT ,YLW,2023,1
J C B ,457S A,YLW,2024,1
J C B ,53270 ,YLW,2023,5
J C B ,53595 ,YLW,2023,1
J C B ,55Z   ,YLW,2023,2
J C B ,560 80,YLW,2023,1
J C B ,5CX   ,YLW,2024,1
J C B ,TM420 ,YLW,2023,1
J DEER,1570  ,GRN,2023,4
J DEER,3038E ,GRN,2023,1
J DEER,5050E ,GRN,2023,1
J DEER,5065E ,GRN,2023,1
J DEER,5075E ,GRN,2023,1
J DEER,5090EN,GRN,2024,3
J DEER,6110M ,GRN,2024,1
J DEER,6125M ,GRN,2023,2
J DEER,6140M ,GRN,2023,1
J DEER,6140M ,GRN,2024,2
J DEER,6155M ,GRN,2024,1
J DEER,616R  ,GRN,2024,1
J DEER,6R 155,GRN,2024,1
J DEER,7R230 ,GRN,2023,1
J DEER,8R 340,GRN,2023,1
J DEER,8R340 ,GRN,2023,1
J DEER,S780  ,GRN,2023,1
J DEER,S790  ,GRN,2023,1
J DEER,X9 100,GRN,2023,1
J DEER,X9 100,GRN,2024,1
J DEER,XUV835,GRN,2024,1
JAGUAR,E PACE,BLU,2024,1
JAGUAR,EPACE ,BLK,2024,2
JAGUAR,EPACE ,GRY,2024,3
JAGUAR,F PACE,GRN,2024,1
JAGUAR,F PACE,GRY,2024,1
JAGUAR,FPACE ,BLK,2024,2
JAGUAR,FPACE ,GRY,2024,1
JAGUAR,FPACE ,WHI,2024,2
JAGUAR,XE    ,BLU,2024,1
JAGUAR,XE    ,GRY,2024,3
JAGUAR,XE    ,RED,2024,1
JEEP  ,COMPAS,BLK,2023,1
JEEP  ,COMPAS,BLK,2024,3
JEEP  ,COMPAS,GRN,2023,2
JEEP  ,COMPAS,WHI,2023,3
JEEP  ,COMPAS,WHI,2024,3
JEEP  ,GLADIA,BLK,2023,1
JEEP  ,GLADIA,GRN,2023,1
JEEP  ,GLADIA,GRY,2024,1
JEEP  ,GRAND ,BLK,2023,2
JEEP  ,GRAND ,BLK,2024,5
JEEP  ,GRAND ,BLU,2023,1
JEEP  ,GRAND ,GRY,2024,4
JEEP  ,GRAND ,RED,2024,1
JEEP  ,GRAND ,SIL,2024,1
JEEP  ,GRAND ,WHI,2023,3
JEEP  ,GRAND ,WHI,2024,2
JEEP  ,WRANGL,BLK,2024,6
JEEP  ,WRANGL,BLU,2023,1
JEEP  ,WRANGL,BLU,2024,2
JEEP  ,WRANGL,GRN,2024,1
JEEP  ,WRANGL,GRY,2024,2
JEEP  ,WRANGL,PUR,2023,1
JEEP  ,WRANGL,SIL,2023,1
JEEP  ,WRANGL,WHI,2024,4
JEEP  ,WRANGL,YLW,2024,1
K LONG,6120BS,WHI,2024,1
K T M ,125 XC,OGE,2024,1
K T M ,1290AD,GRY,2023,1
K T M ,1290AD,OGE,2023,1
K T M ,150EXC,OGE,2023,4
K T M ,200 DU,GRY,2023,1
K T M ,250 EX,OGE,2023,2
K T M ,250 EX,WHI,2023,1
K T M ,250 SX,OGE,2023,1
K T M ,250EXC,OGE,2023,2
K T M ,250EXC,WHI,2023,1
K T M ,300 EX,OGE,2023,3
K T M ,300 XC,OGE,2023,1
K T M ,300EXC,OGE,2023,11
K T M ,300EXC,OGE,2024,2
K T M ,300EXC,WHI,2023,2
K T M ,350 EX,OGE,2023,1
K T M ,350EXC,OGE,2023,11
K T M ,390 AD,BLU,2023,1
K T M ,390 AD,GRY,2023,1
K T M ,390 AD,OGE,2024,2
K T M ,390 DU,BLU,2024,1
K T M ,390 DU,OGE,2024,1
K T M ,390ADV,OGE,2023,4
K T M ,390ADV,OGE,2024,1
K T M ,390DUK,BEI,2023,1
K T M ,390DUK,BLK,2023,2
K T M ,390DUK,OGE,2023,1
K T M ,450EXC,OGE,2023,4
K T M ,450EXC,OGE,2024,1
K T M ,500 EX,OGE,2023,1
K T M ,500 EX,WHI,2023,1
K T M ,500EXC,OGE,2023,7
K T M ,690 EN,OGE,2023,2
K T M ,690 EN,OGE,2024,1
K T M ,690 SM,OGE,2024,1
K T M ,690SMC,OGE,2024,1
K T M ,790 AD,BLK,2023,1
K T M ,790 AD,OGE,2023,1
K T M ,790ADV,OGE,2023,1
K T M ,890 AD,OGE,2023,3
K T M ,890 AD,OGE,2024,1
K T M ,890 DU,BLK,2023,1
K T M ,890ADV,OGE,2023,3
K T M ,DUKE 2,GRY,2023,3
K T M ,DUKE 2,OGE,2023,2
K T M ,DUKE 3,BLK,2023,1
K T M ,DUKE 3,BLU,2024,1
K T M ,DUKE20,GRY,2023,1
K T M ,RC390 ,BLU,2023,2
K T M ,RC390 ,BLU,2024,1
K T M ,RC390 ,OGE,2023,1
K T M ,RC390 ,RED,2023,1
KAWASA,EL450A,BLK,2023,2
KAWASA,EL450A,WHI,2024,1
KAWASA,EN650B,BLK,2024,4
KAWASA,EN650B,GRY,2024,1
KAWASA,EN650D,GRN,2024,1
KAWASA,EN650E,GRY,2023,1
KAWASA,ER650 ,RED,2023,1
KAWASA,ER650R,RED,2023,1
KAWASA,EX400G,BLK,2024,1
KAWASA,EX500G,BLK,2024,5
KAWASA,EX500G,WHI,2024,13
KAWASA,EX650L,GRN,2023,1
KAWASA,EX650L,GRN,2024,1
KAWASA,KAF100,RED,2024,1
KAWASA,KAF400,GRN,2024,1
KAWASA,KAF700,GRN,2024,1
KAWASA,KL650 ,RED,2024,1
KAWASA,KL650H,BLU,2024,1
KAWASA,KLE650,BLK,2023,1
KAWASA,KLE650,BLK,2024,1
KAWASA,KLX150,GRN,2023,4
KAWASA,KLX230,GRN,2023,2
KAWASA,KLX300,GRN,2023,1
KAWASA,KLX300,GRN,2024,1
KAWASA,KLZ100,GRN,2023,1
KAWASA,KR1   ,GRN,2024,2
KAWASA,MULE  ,GRN,2024,1
KAWASA,NINJA ,BLK,2024,1
KAWASA,NINJA ,GRN,2024,2
KAWASA,NINJA ,GRY,2024,1
KAWASA,NINJA ,WHI,2024,2
KAWASA,NINJA1,GRN,2024,1
KAWASA,VERSYS,BLK,2023,1
KAWASA,VERSYS,GRN,2024,1
KAWASA,VULCAN,GRY,2024,1
KAWASA,VULCAN,WHI,2024,1
KAWASA,Z900RS,BLK,2024,2
KAWASA,Z900RS,YLW,2024,1
KAWASA,ZR1000,GRY,2023,1
KAWASA,ZR900 ,BLK,2024,1
KAWASA,ZX1000,GRN,2024,1
KAWASA,ZX1002,GRY,2024,1
KAWASA,ZX10R ,GRN,2024,2
KAWASA,ZX10R ,GRY,2024,1
KAWASA,ZX1400,GRN,2024,1
KENWTH,C509  ,BLU,2023,1
KENWTH,K200  ,WHI,2023,8
KENWTH,K200  ,WHI,2024,7
KENWTH,K220  ,OGE,2024,1
KENWTH,K220  ,WHI,2024,8
KENWTH,T360A ,WHI,2024,2
KENWTH,T360A ,YLW,2023,2
KENWTH,T410SA,RED,2023,2
KENWTH,T410SA,WHI,2024,2
KENWTH,T610  ,MRN,2023,1
KENWTH,T610 S,WHI,2024,1
KENWTH,T610SA,BLU,2024,3
KENWTH,T610SA,GRN,2023,1
KENWTH,T610SA,WHI,2023,1
KENWTH,T610SA,WHI,2024,5
KENWTH,T659  ,RED,2023,2
KENWTH,T659  ,WHI,2024,5
KENWTH,T909  ,BLU,2024,1
KENWTH,T909  ,GRN,2023,1
KENWTH,T909  ,SIL,2024,1
KENWTH,T909  ,WHI,2023,5
KENWTH,T909  ,WHI,2024,8
KENWTH,W900SA,BLU,2023,2
KENWTH,W900SA,BLU,2024,1
KENWTH,W900SA,RED,2023,1
KENWTH,W900SA,RED,2024,1
KENWTH,W900SA,WHI,2023,1
KENWTH,W900SA,WHI,2024,4
KIA   ,BD CER,BLK,2024,2
KIA   ,BD CER,BLU,2024,2
KIA   ,BD CER,GRY,2024,6
KIA   ,BD CER,RED,2024,4
KIA   ,BD CER,SIL,2024,6
KIA   ,BD CER,WHI,2024,13
KIA   ,CARNIV,BLK,2024,42
KIA   ,CARNIV,BLU,2024,47
KIA   ,CARNIV,GRY,2024,84
KIA   ,CARNIV,RED,2024,11
KIA   ,CARNIV,SIL,2024,26
KIA   ,CARNIV,WHI,2024,99
KIA   ,CEARTO,GRY,2024,1
KIA   ,CERARO,WHI,2024,1
KIA   ,CERAT ,GRY,2024,1
KIA   ,CERATO,BLK,2024,37
KIA   ,CERATO,BLU,2024,28
KIA   ,CERATO,GRY,2024,98
KIA   ,CERATO,RED,2024,21
KIA   ,CERATO,SIL,2024,15
KIA   ,CERATO,WHI,2024,136
KIA   ,DE NIR,GRN,2024,2
KIA   ,DE NIR,GRY,2023,1
KIA   ,EV6   ,BLK,2023,1
KIA   ,EV6   ,BLK,2024,4
KIA   ,EV6   ,BLU,2023,1
KIA   ,EV6   ,BLU,2024,4
KIA   ,EV6   ,GRY,2024,5
KIA   ,EV6   ,RED,2023,3
KIA   ,EV6   ,RED,2024,2
KIA   ,EV6   ,WHI,2023,2
KIA   ,EV6   ,WHI,2024,9
KIA   ,EV6 AI,WHI,2023,1
KIA   ,EV6 GT,GRY,2024,1
KIA   ,EV6 GT,WHI,2024,1
KIA   ,EV9   ,GRN,2024,2
KIA   ,EV9   ,GRY,2023,3
KIA   ,EV9   ,GRY,2024,4
KIA   ,EV9   ,WHI,2023,2
KIA   ,EV9   ,WHI,2024,1
KIA   ,JA PIC,WHI,2024,1
KIA   ,KA4 CA,BLK,2024,1
KIA   ,KA4 CA,GRY,2024,1
KIA   ,KA4 CA,WHI,2024,1
KIA   ,KA4 PE,WHI,2024,1
KIA   ,NIRO  ,BLK,2023,1
KIA   ,NIRO  ,BLU,2023,1
KIA   ,NIRO  ,BLU,2024,1
KIA   ,NIRO  ,GRN,2024,1
KIA   ,NIRO  ,RED,2024,1
KIA   ,NIRO  ,SIL,2023,1
KIA   ,NIRO E,GRY,2023,1
KIA   ,NIRO E,GRY,2024,1
KIA   ,NIRO E,WHI,2024,1
KIA   ,NIRO H,GRY,2023,1
KIA   ,NQ5 SP,BLU,2024,4
KIA   ,NQ5 SP,WHI,2024,1
KIA   ,OMODA ,BLK,2024,1
KIA   ,PICANT,BLK,2024,13
KIA   ,PICANT,BLU,2024,15
KIA   ,PICANT,GRN,2024,20
KIA   ,PICANT,GRY,2024,25
KIA   ,PICANT,RED,2024,6
KIA   ,PICANT,SIL,2024,8
KIA   ,PICANT,WHI,2024,45
KIA   ,PICANT,YLW,2024,1
KIA   ,SELTOS,BLK,2024,17
KIA   ,SELTOS,BLU,2024,48
KIA   ,SELTOS,GRY,2024,72
KIA   ,SELTOS,OGE,2024,9
KIA   ,SELTOS,WHI,2024,108
KIA   ,SORENT,BLK,2024,18
KIA   ,SORENT,BLU,2024,42
KIA   ,SORENT,BRN,2024,15
KIA   ,SORENT,BRZ,2024,1
KIA   ,SORENT,GRN,2024,16
KIA   ,SORENT,GRY,2024,31
KIA   ,SORENT,SIL,2024,13
KIA   ,SORENT,WHI,2023,1
KIA   ,SORENT,WHI,2024,90
KIA   ,SORNET,BLK,2024,1
KIA   ,SP2 SE,GRY,2024,1
KIA   ,SPORAT,GRY,2024,1
KIA   ,SPORTA,BLK,2024,45
KIA   ,SPORTA,BLU,2023,1
KIA   ,SPORTA,BLU,2024,57
KIA   ,SPORTA,GRN,2024,71
KIA   ,SPORTA,GRY,2024,131
KIA   ,SPORTA,RED,2024,24
KIA   ,SPORTA,SIL,2024,1
KIA   ,SPORTA,WHI,2023,1
KIA   ,SPORTA,WHI,2024,188
KIA   ,SPRENT,GRY,2024,1
KIA   ,STONIC,BLK,2024,12
KIA   ,STONIC,BLU,2024,3
KIA   ,STONIC,GRY,2024,9
KIA   ,STONIC,RED,2024,10
KIA   ,STONIC,SIL,2024,6
KIA   ,STONIC,WHI,2024,18
KIA   ,STONIC,YLW,2024,8
KIA   ,YB STO,YLW,2024,1
KIOTI ,5125G ,GRN,2024,1
KIOTI ,RX8030,OGE,2023,1
KOLLTE,ES1PRO,BLK,2023,1
KOMATS,PC18MR,YLW,2024,1
KOMATS,PC55MR,YLW,2023,2
KOMATS,WA70M ,YLW,2023,1
KTM   ,250EXC,OGE,2024,1
KTM   ,300EXC,OGE,2023,1
KUBOTA,7040  ,OGE,2023,1
KUBOTA,F3690 ,OGE,2024,1
KUBOTA,F3690 ,RED,2024,1
KUBOTA,KX0184,OGE,2024,1
KUBOTA,L3800 ,OGE,2024,1
KUBOTA,L4240 ,OGE,2024,1
KUBOTA,L4600D,OGE,2024,5
KUBOTA,L5740 ,OGE,2024,3
KUBOTA,L5740H,OGE,2024,1
KUBOTA,M108DC,OGE,2024,1
KUBOTA,M110GX,OGE,2024,1
KUBOTA,M1501 ,OGE,2024,1
KUBOTA,M5101 ,OGE,2024,2
KUBOTA,M7 132,OGE,2024,1
KUBOTA,M7040 ,OGE,2024,1
KUBOTA,M7040S,OGE,2023,1
KUBOTA,M8540 ,OGE,2024,2
KUBOTA,M9540 ,OGE,2024,1
KUBOTA,M9540D,OGE,2024,2
KUBOTA,MX5200,OGE,2023,1
KUBOTA,MX5200,OGE,2024,1
KUBOTA,RTV   ,PNK,2024,1
KUBOTA,RTVX11,OGE,2024,2
KUBOTA,RTV-X9,OGE,2024,2
KUBOTA,RTVXG ,OGE,2024,1
KUBOTA,SVL753,OGE,2024,1
KUBOTA,TRVXG8,OGE,2023,1
KUBOTA,U25   ,OGE,2023,1
KUBOTA,U253HG,OGE,2024,1
KUBOTA,U354  ,OGE,2024,1
KUBOTA,U354G ,OGE,2024,1
KUBOTA,U55   ,OGE,2024,1
KUBOTA,X1100 ,OGE,2023,1
KUBOTA,X900  ,OGE,2024,2
KUBOTA,ZD1221,OGE,2024,1
KYMCO ,AGILIT,BLK,2023,1
KYMCO ,MXU 30,RED,2024,1
L BOSS,1100D ,OGE,2024,1
L BOSS,800D  ,OGE,2024,1
L ROV ,DEFEND,BLK,2023,1
L ROV ,DEFEND,BLK,2024,27
L ROV ,DEFEND,BLU,2024,1
L ROV ,DEFEND,BRN,2024,1
L ROV ,DEFEND,BRZ,2024,2
L ROV ,DEFEND,GRN,2024,11
L ROV ,DEFEND,GRY,2023,2
L ROV ,DEFEND,GRY,2024,11
L ROV ,DEFEND,SIL,2024,5
L ROV ,DEFEND,WHI,2024,17
L ROV ,DISCOV,BLK,2023,2
L ROV ,DISCOV,BLK,2024,10
L ROV ,DISCOV,BLU,2024,3
L ROV ,DISCOV,BRN,2024,1
L ROV ,DISCOV,BRZ,2024,1
L ROV ,DISCOV,GRY,2024,13
L ROV ,DISCOV,RED,2024,1
L ROV ,DISCOV,WHI,2023,1
L ROV ,DISCOV,WHI,2024,7
L ROV ,EVOQUE,BLK,2024,1
L ROV ,EVOQUE,GRY,2024,1
L ROV ,EVOQUE,WHI,2024,3
L ROV ,RANG R,BLU,2023,1
L ROV ,RANGE ,BLK,2023,2
L ROV ,RANGE ,BLK,2024,59
L ROV ,RANGE ,BLU,2024,1
L ROV ,RANGE ,BRN,2024,1
L ROV ,RANGE ,BRZ,2024,2
L ROV ,RANGE ,GLD,2024,1
L ROV ,RANGE ,GRN,2024,5
L ROV ,RANGE ,GRY,2023,2
L ROV ,RANGE ,GRY,2024,20
L ROV ,RANGE ,RED,2024,2
L ROV ,RANGE ,WHI,2023,1
L ROV ,RANGE ,WHI,2024,19
L ROV ,RR SPO,BLK,2024,2
L ROV ,RR SPO,BLU,2024,1
L ROV ,RR SPO,WHI,2024,2
L ROV ,RR SPT,BLK,2023,2
LAMB G,HURACA,BLU,2024,1
LAMB G,HURACA,GRN,2024,1
LAMB G,HURACA,GRY,2024,1
LAMB G,HURACA,PUR,2024,2
LAMB G,URUS  ,BLK,2024,2
LAMB G,URUS  ,GRY,2024,1
LAMBR ,X300  ,RED,2024,1
LAMBR ,X300  ,WHI,2024,1
LANDIN,SUPER9,BLU,2024,1
LDV   ,2024  ,GRY,2024,1
LDV   ,D90   ,BLK,2023,1
LDV   ,D90   ,BLK,2024,6
LDV   ,D90   ,GRY,2023,5
LDV   ,D90   ,GRY,2024,9
LDV   ,D90   ,WHI,2023,5
LDV   ,D90   ,WHI,2024,9
LDV   ,D90 4W,BLK,2024,1
LDV   ,D90 DI,WHI,2023,1
LDV   ,DEL 9 ,WHI,2024,6
LDV   ,DEL9  ,WHI,2023,1
LDV   ,DEL9  ,WHI,2024,1
LDV   ,DELIVE,BLU,2024,1
LDV   ,DELIVE,WHI,2023,10
LDV   ,DELIVE,WHI,2024,57
LDV   ,DL9 LW,WHI,2024,3
LDV   ,EDELIV,WHI,2024,1
LDV   ,G10   ,BLK,2023,2
LDV   ,G10   ,BLK,2024,2
LDV   ,G10   ,WHI,2023,9
LDV   ,G10   ,WHI,2024,46
LDV   ,G10 PL,BLK,2023,2
LDV   ,G10 PL,BLK,2024,1
LDV   ,G10 PL,WHI,2023,3
LDV   ,G10 PL,WHI,2024,15
LDV   ,G10 VA,BLK,2024,1
LDV   ,G10 VA,WHI,2023,1
LDV   ,G10 VA,WHI,2024,4
LDV   ,MIFA  ,BLK,2023,2
LDV   ,MIFA  ,GRY,2023,3
LDV   ,MIFA  ,GRY,2024,3
LDV   ,MIFA  ,WHI,2023,5
LDV   ,MIFA  ,WHI,2024,1
LDV   ,MIFA 9,WHI,2023,1
LDV   ,MIFA L,GRY,2024,1
LDV   ,SV63D ,WHI,2024,1
LDV   ,T60   ,BLK,2023,2
LDV   ,T60   ,BLK,2024,13
LDV   ,T60   ,BLU,2024,12
LDV   ,T60   ,GRY,2023,8
LDV   ,T60   ,GRY,2024,39
LDV   ,T60   ,OGE,2023,2
LDV   ,T60   ,OGE,2024,5
LDV   ,T60   ,WHI,2023,9
LDV   ,T60   ,WHI,2024,48
LDV   ,T60 DO,WHI,2024,1
LDV   ,T60 MA,BLK,2023,1
LDV   ,T60 MA,BLU,2024,3
LDV   ,T60 MA,GRY,2023,1
LDV   ,T60 MA,GRY,2024,7
LDV   ,T60 MA,OGE,2023,1
LDV   ,T60 MA,WHI,2023,2
LDV   ,T60 MA,WHI,2024,5
LDV   ,V80   ,WHI,2023,1
LDV   ,V80   ,WHI,2024,2
LEXUS ,ES300H,BLK,2023,1
LEXUS ,ES300H,BLK,2024,11
